wall_iso,ts,gfx_mhz,gfx_max_mhz,mem_mhz,sm_mhz,power_w,power_limit_w,power_default_w,temp_c,util_pct,mem_used_mib,pstate,throttle_active,thr_sw_thermal,thr_hw_thermal,thr_hw_power_brake,thr_sw_power_cap,thr_gpu_idle
2026-08-25T21:05:30+08:00,2026/08/25 21:05:30.431, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 258.59 W, 350.00 W, 350.00 W, 67, 90 %, 21878 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:05:35+08:00,2026/08/25 21:05:35.459, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 248.99 W, 350.00 W, 350.00 W, 66, 87 %, 21878 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:05:40+08:00,2026/08/25 21:05:40.487, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 278.47 W, 350.00 W, 350.00 W, 68, 85 %, 21878 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:05:45+08:00,2026/08/25 21:05:45.517, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 170.78 W, 350.00 W, 350.00 W, 63, 83 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:05:50+08:00,2026/08/25 21:05:50.553, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 170.99 W, 350.00 W, 350.00 W, 62, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:05:55+08:00,2026/08/25 21:05:55.588, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 169.92 W, 350.00 W, 350.00 W, 61, 99 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:06:00+08:00,2026/08/25 21:06:00.624, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 274.02 W, 350.00 W, 350.00 W, 65, 91 %, 21866 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:06:05+08:00,2026/08/25 21:06:05.650, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 285.60 W, 350.00 W, 350.00 W, 67, 83 %, 21872 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:06:10+08:00,2026/08/25 21:06:10.679, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 281.18 W, 350.00 W, 350.00 W, 68, 84 %, 21872 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:06:15+08:00,2026/08/25 21:06:15.707, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 273.18 W, 350.00 W, 350.00 W, 67, 91 %, 21872 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:06:20+08:00,2026/08/25 21:06:20.735, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 287.10 W, 350.00 W, 350.00 W, 68, 88 %, 21872 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:06:25+08:00,2026/08/25 21:06:25.765, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 254.23 W, 350.00 W, 350.00 W, 66, 91 %, 21878 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:06:30+08:00,2026/08/25 21:06:30.793, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 285.73 W, 350.00 W, 350.00 W, 69, 86 %, 21878 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:06:35+08:00,2026/08/25 21:06:35.819, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 248.21 W, 350.00 W, 350.00 W, 66, 86 %, 21878 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:06:40+08:00,2026/08/25 21:06:40.846, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 291.94 W, 350.00 W, 350.00 W, 67, 90 %, 21878 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:06:45+08:00,2026/08/25 21:06:45.873, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 277.07 W, 350.00 W, 350.00 W, 67, 88 %, 21878 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:06:50+08:00,2026/08/25 21:06:50.900, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 171.08 W, 350.00 W, 350.00 W, 63, 99 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:06:55+08:00,2026/08/25 21:06:55.935, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 170.46 W, 350.00 W, 350.00 W, 62, 99 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:07:00+08:00,2026/08/25 21:07:00.979, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 168.84 W, 350.00 W, 350.00 W, 61, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:07:06+08:00,2026/08/25 21:07:06.015, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 302.70 W, 350.00 W, 350.00 W, 68, 85 %, 21866 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:07:11+08:00,2026/08/25 21:07:11.044, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 296.70 W, 350.00 W, 350.00 W, 68, 82 %, 21866 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:07:16+08:00,2026/08/25 21:07:16.073, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 324.96 W, 350.00 W, 350.00 W, 67, 5 %, 21866 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:07:21+08:00,2026/08/25 21:07:21.101, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 341.45 W, 350.00 W, 350.00 W, 72, 86 %, 21874 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:07:26+08:00,2026/08/25 21:07:26.130, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 344.03 W, 350.00 W, 350.00 W, 73, 86 %, 21874 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:07:31+08:00,2026/08/25 21:07:31.156, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 339.36 W, 350.00 W, 350.00 W, 73, 86 %, 21874 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:07:36+08:00,2026/08/25 21:07:36.186, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 169.22 W, 350.00 W, 350.00 W, 64, 99 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:07:41+08:00,2026/08/25 21:07:41.222, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 172.12 W, 350.00 W, 350.00 W, 63, 99 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:07:46+08:00,2026/08/25 21:07:46.257, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 221.49 W, 350.00 W, 350.00 W, 68, 84 %, 21884 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:07:51+08:00,2026/08/25 21:07:51.307, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 338.61 W, 350.00 W, 350.00 W, 70, 85 %, 21890 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:07:56+08:00,2026/08/25 21:07:56.333, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 339.18 W, 350.00 W, 350.00 W, 71, 86 %, 21892 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:08:01+08:00,2026/08/25 21:08:01.362, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 299.42 W, 350.00 W, 350.00 W, 71, 86 %, 21892 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:08:06+08:00,2026/08/25 21:08:06.391, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 312.86 W, 350.00 W, 350.00 W, 72, 87 %, 21892 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:08:11+08:00,2026/08/25 21:08:11.418, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 338.52 W, 350.00 W, 350.00 W, 73, 85 %, 21892 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:08:16+08:00,2026/08/25 21:08:16.443, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 335.79 W, 350.00 W, 350.00 W, 74, 84 %, 21892 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:08:21+08:00,2026/08/25 21:08:21.471, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 164.01 W, 350.00 W, 350.00 W, 64, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:08:26+08:00,2026/08/25 21:08:26.500, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 172.39 W, 350.00 W, 350.00 W, 63, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:08:31+08:00,2026/08/25 21:08:31.535, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 301.30 W, 350.00 W, 350.00 W, 66, 78 %, 21822 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:08:36+08:00,2026/08/25 21:08:36.562, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 339.08 W, 350.00 W, 350.00 W, 72, 85 %, 21822 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:08:41+08:00,2026/08/25 21:08:41.589, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 340.78 W, 350.00 W, 350.00 W, 72, 85 %, 21826 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:08:46+08:00,2026/08/25 21:08:46.616, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 318.61 W, 350.00 W, 350.00 W, 73, 85 %, 21832 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:08:51+08:00,2026/08/25 21:08:51.644, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 303.77 W, 350.00 W, 350.00 W, 71, 86 %, 21832 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:08:56+08:00,2026/08/25 21:08:56.671, 1905 MHz, 2100 MHz, 9501 MHz, 1905 MHz, 339.76 W, 350.00 W, 350.00 W, 74, 87 %, 21832 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:09:01+08:00,2026/08/25 21:09:01.698, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 171.62 W, 350.00 W, 350.00 W, 66, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:09:06+08:00,2026/08/25 21:09:06.733, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 168.18 W, 350.00 W, 350.00 W, 64, 99 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:09:11+08:00,2026/08/25 21:09:11.769, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 172.03 W, 350.00 W, 350.00 W, 63, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:09:16+08:00,2026/08/25 21:09:16.797, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 258.96 W, 350.00 W, 350.00 W, 66, 93 %, 21734 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:09:21+08:00,2026/08/25 21:09:21.823, 1890 MHz, 2100 MHz, 9501 MHz, 1890 MHz, 237.17 W, 350.00 W, 350.00 W, 66, 89 %, 21734 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:09:26+08:00,2026/08/25 21:09:26.856, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 294.71 W, 350.00 W, 350.00 W, 68, 92 %, 21734 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:09:31+08:00,2026/08/25 21:09:31.885, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 286.45 W, 350.00 W, 350.00 W, 67, 92 %, 21734 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:09:36+08:00,2026/08/25 21:09:36.915, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 261.61 W, 350.00 W, 350.00 W, 67, 82 %, 21740 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:09:41+08:00,2026/08/25 21:09:41.942, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 292.15 W, 350.00 W, 350.00 W, 69, 87 %, 21740 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:09:46+08:00,2026/08/25 21:09:46.969, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 269.26 W, 350.00 W, 350.00 W, 68, 82 %, 21740 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:09:51+08:00,2026/08/25 21:09:51.997, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 255.76 W, 350.00 W, 350.00 W, 66, 71 %, 21740 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:09:57+08:00,2026/08/25 21:09:57.024, 1935 MHz, 2100 MHz, 9501 MHz, 1935 MHz, 292.03 W, 350.00 W, 350.00 W, 70, 85 %, 21740 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:10:02+08:00,2026/08/25 21:10:02.052, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 164.91 W, 350.00 W, 350.00 W, 64, 100 %, 21146 MiB, P2, 0x0000000000000024, Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:10:07+08:00,2026/08/25 21:10:07.086, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 171.05 W, 350.00 W, 350.00 W, 62, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:10:12+08:00,2026/08/25 21:10:12.122, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 169.99 W, 350.00 W, 350.00 W, 61, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:10:17+08:00,2026/08/25 21:10:17.158, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 238.60 W, 350.00 W, 350.00 W, 64, 90 %, 22570 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:10:22+08:00,2026/08/25 21:10:22.196, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 238.91 W, 350.00 W, 350.00 W, 64, 91 %, 22574 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:10:27+08:00,2026/08/25 21:10:27.223, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 237.29 W, 350.00 W, 350.00 W, 64, 90 %, 22578 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:10:32+08:00,2026/08/25 21:10:32.254, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 242.84 W, 350.00 W, 350.00 W, 65, 90 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:10:37+08:00,2026/08/25 21:10:37.284, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 240.91 W, 350.00 W, 350.00 W, 64, 88 %, 22578 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:10:42+08:00,2026/08/25 21:10:42.312, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 240.12 W, 350.00 W, 350.00 W, 64, 88 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:10:47+08:00,2026/08/25 21:10:47.343, 1890 MHz, 2100 MHz, 9501 MHz, 1890 MHz, 242.90 W, 350.00 W, 350.00 W, 64, 89 %, 22578 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:10:52+08:00,2026/08/25 21:10:52.378, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 239.65 W, 350.00 W, 350.00 W, 64, 88 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:10:57+08:00,2026/08/25 21:10:57.407, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 221.76 W, 350.00 W, 350.00 W, 64, 89 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:11:02+08:00,2026/08/25 21:11:02.435, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 233.58 W, 350.00 W, 350.00 W, 64, 89 %, 22578 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:11:07+08:00,2026/08/25 21:11:07.462, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 240.86 W, 350.00 W, 350.00 W, 64, 91 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:11:12+08:00,2026/08/25 21:11:12.491, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 232.74 W, 350.00 W, 350.00 W, 64, 89 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:11:17+08:00,2026/08/25 21:11:17.520, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 235.88 W, 350.00 W, 350.00 W, 64, 88 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:11:22+08:00,2026/08/25 21:11:22.550, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 232.48 W, 350.00 W, 350.00 W, 64, 90 %, 22584 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:11:27+08:00,2026/08/25 21:11:27.579, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 240.80 W, 350.00 W, 350.00 W, 64, 88 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:11:32+08:00,2026/08/25 21:11:32.607, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 239.17 W, 350.00 W, 350.00 W, 65, 88 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:11:37+08:00,2026/08/25 21:11:37.634, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 237.32 W, 350.00 W, 350.00 W, 64, 89 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:11:42+08:00,2026/08/25 21:11:42.659, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 231.42 W, 350.00 W, 350.00 W, 64, 90 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:11:47+08:00,2026/08/25 21:11:47.685, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 232.84 W, 350.00 W, 350.00 W, 65, 90 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:11:52+08:00,2026/08/25 21:11:52.711, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 235.99 W, 350.00 W, 350.00 W, 64, 90 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:11:57+08:00,2026/08/25 21:11:57.738, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 241.28 W, 350.00 W, 350.00 W, 64, 91 %, 22584 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:12:02+08:00,2026/08/25 21:12:02.767, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 167.53 W, 350.00 W, 350.00 W, 61, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:12:07+08:00,2026/08/25 21:12:07.805, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 166.61 W, 350.00 W, 350.00 W, 60, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:12:12+08:00,2026/08/25 21:12:12.841, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 165.85 W, 350.00 W, 350.00 W, 59, 100 %, 21146 MiB, P2, 0x0000000000000000, Not Active, Not Active, Not Active, Not Active, Not Active
2026-08-25T21:12:17+08:00,2026/08/25 21:12:17.874, 1845 MHz, 2100 MHz, 9501 MHz, 1845 MHz, 237.79 W, 350.00 W, 350.00 W, 62, 91 %, 22602 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:12:22+08:00,2026/08/25 21:12:22.902, 1860 MHz, 2100 MHz, 9501 MHz, 1860 MHz, 235.19 W, 350.00 W, 350.00 W, 63, 95 %, 22602 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:12:27+08:00,2026/08/25 21:12:27.930, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 245.95 W, 350.00 W, 350.00 W, 63, 94 %, 22604 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:12:32+08:00,2026/08/25 21:12:32.958, 1830 MHz, 2100 MHz, 9501 MHz, 1830 MHz, 238.95 W, 350.00 W, 350.00 W, 64, 91 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:12:37+08:00,2026/08/25 21:12:37.986, 1860 MHz, 2100 MHz, 9501 MHz, 1860 MHz, 240.96 W, 350.00 W, 350.00 W, 63, 90 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:12:43+08:00,2026/08/25 21:12:43.018, 1920 MHz, 2100 MHz, 9501 MHz, 1920 MHz, 244.54 W, 350.00 W, 350.00 W, 64, 92 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:12:48+08:00,2026/08/25 21:12:48.046, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 244.54 W, 350.00 W, 350.00 W, 64, 91 %, 22614 MiB, P2, 0x000000000000004C, Not Active, Active, Not Active, Active, Not Active
2026-08-25T21:12:53+08:00,2026/08/25 21:12:53.074, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 238.10 W, 350.00 W, 350.00 W, 63, 70 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:12:58+08:00,2026/08/25 21:12:58.101, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 246.38 W, 350.00 W, 350.00 W, 65, 94 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:13:03+08:00,2026/08/25 21:13:03.129, 1860 MHz, 2100 MHz, 9501 MHz, 1860 MHz, 239.15 W, 350.00 W, 350.00 W, 64, 96 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:13:08+08:00,2026/08/25 21:13:08.156, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 247.70 W, 350.00 W, 350.00 W, 65, 89 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:13:13+08:00,2026/08/25 21:13:13.183, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 240.95 W, 350.00 W, 350.00 W, 64, 93 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:13:18+08:00,2026/08/25 21:13:18.213, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 242.21 W, 350.00 W, 350.00 W, 65, 93 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:13:23+08:00,2026/08/25 21:13:23.240, 1875 MHz, 2100 MHz, 9501 MHz, 1875 MHz, 239.45 W, 350.00 W, 350.00 W, 64, 90 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:13:28+08:00,2026/08/25 21:13:28.268, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 240.18 W, 350.00 W, 350.00 W, 64, 89 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:13:33+08:00,2026/08/25 21:13:33.296, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 241.04 W, 350.00 W, 350.00 W, 65, 90 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:13:38+08:00,2026/08/25 21:13:38.323, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 240.79 W, 350.00 W, 350.00 W, 66, 90 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:13:43+08:00,2026/08/25 21:13:43.348, 1950 MHz, 2100 MHz, 9501 MHz, 1950 MHz, 238.98 W, 350.00 W, 350.00 W, 64, 89 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
2026-08-25T21:13:48+08:00,2026/08/25 21:13:48.374, 1830 MHz, 2100 MHz, 9501 MHz, 1830 MHz, 240.35 W, 350.00 W, 350.00 W, 65, 91 %, 22614 MiB, P2, 0x0000000000000004, Not Active, Not Active, Not Active, Active, Not Active
