ts,util,mem_used,temp,pstate,clk_sm,clk_mem,pwr,throttle
2026/08/28 16:41:24.169, 100 %, 19362 MiB, 63, P2, 1935 MHz, 9501 MHz, 151.66 W, 0x0000000000000000
2026/08/28 16:41:29.193, 99 %, 19362 MiB, 62, P2, 1935 MHz, 9501 MHz, 168.45 W, 0x0000000000000000
2026/08/28 16:41:34.217, 100 %, 19362 MiB, 61, P2, 1935 MHz, 9501 MHz, 168.32 W, 0x0000000000000000
2026/08/28 16:41:39.243, 83 %, 20770 MiB, 63, P2, 1935 MHz, 9501 MHz, 222.41 W, 0x0000000000000000
2026/08/28 16:41:44.267, 84 %, 20770 MiB, 63, P2, 1935 MHz, 9501 MHz, 211.98 W, 0x0000000000000000
2026/08/28 16:41:49.289, 84 %, 20770 MiB, 63, P2, 1935 MHz, 9501 MHz, 225.46 W, 0x0000000000000000
2026/08/28 16:41:54.310, 84 %, 20772 MiB, 63, P2, 1935 MHz, 9501 MHz, 228.57 W, 0x0000000000000000
2026/08/28 16:41:59.330, 81 %, 20778 MiB, 63, P2, 1935 MHz, 9501 MHz, 206.68 W, 0x0000000000000000
2026/08/28 16:42:04.350, 80 %, 20780 MiB, 63, P2, 1935 MHz, 9501 MHz, 230.76 W, 0x0000000000000000
2026/08/28 16:42:09.371, 79 %, 20780 MiB, 63, P2, 1935 MHz, 9501 MHz, 228.72 W, 0x0000000000000000
2026/08/28 16:42:14.390, 81 %, 20780 MiB, 63, P2, 1935 MHz, 9501 MHz, 223.57 W, 0x0000000000000000
2026/08/28 16:42:19.412, 84 %, 20780 MiB, 63, P2, 1935 MHz, 9501 MHz, 226.82 W, 0x0000000000000000
2026/08/28 16:42:24.431, 83 %, 20780 MiB, 62, P2, 1935 MHz, 9501 MHz, 224.42 W, 0x0000000000000000
2026/08/28 16:42:29.451, 46 %, 20780 MiB, 62, P2, 1935 MHz, 9501 MHz, 222.81 W, 0x0000000000000000
2026/08/28 16:42:34.474, 0 %, 1100 MiB, 60, P2, 1950 MHz, 9501 MHz, 147.00 W, 0x0000000000000000
2026/08/28 16:42:39.492, 100 %, 17618 MiB, 59, P2, 1950 MHz, 9501 MHz, 165.96 W, 0x0000000000000000
2026/08/28 16:42:44.521, 100 %, 17618 MiB, 59, P2, 1950 MHz, 9501 MHz, 165.61 W, 0x0000000000000000
2026/08/28 16:42:49.545, 59 %, 20276 MiB, 61, P2, 1950 MHz, 9501 MHz, 183.84 W, 0x0000000000000000
2026/08/28 16:42:54.568, 67 %, 20276 MiB, 65, P2, 1935 MHz, 9501 MHz, 279.54 W, 0x0000000000000000
2026/08/28 16:42:59.591, 71 %, 20280 MiB, 66, P2, 1935 MHz, 9501 MHz, 275.44 W, 0x0000000000000000
2026/08/28 16:43:04.612, 99 %, 20288 MiB, 62, P2, 1935 MHz, 9501 MHz, 269.55 W, 0x0000000000000000
2026/08/28 16:43:09.637, 68 %, 20288 MiB, 66, P2, 1935 MHz, 9501 MHz, 307.22 W, 0x0000000000000000
2026/08/28 16:43:14.658, 24 %, 20288 MiB, 66, P2, 1935 MHz, 9501 MHz, 304.11 W, 0x0000000000000000
2026/08/28 16:43:19.893, 0 %, 99 MiB, 61, P3, 495 MHz, 5001 MHz, 157.80 W, 0x0000000000000001
2026/08/28 16:43:24.912, 100 %, 19362 MiB, 60, P2, 1950 MHz, 9501 MHz, 150.30 W, 0x0000000000000000
2026/08/28 16:43:29.933, 99 %, 19972 MiB, 60, P2, 1950 MHz, 9501 MHz, 156.74 W, 0x0000000000000000
2026/08/28 16:43:34.953, 85 %, 20768 MiB, 63, P2, 1950 MHz, 9501 MHz, 228.06 W, 0x0000000000000000
